JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
08-Aug-12,"36"" Nkpoku-Ogale Pipeline at Akpajo",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850352_36in_Nkpoku-Ogale_pipeline_at_Akpajo_Photos.pdf,Recovery of spilled volume was completed on 11th August 2012.,Land,Initial cleanup of residual impacted area planned for completion in November 2012. Overall schedule considers prevailing heavy rainfall and community contracting.,august,06-Aug-12,136,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850352_36in_Nkpoku-Ogale_pipeline_at_Akpajo_JIV.pdf,2012,Operational
09-Aug-12,"8"" Umuechem - Nkpoku DL at Umusele",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850357_8in_Umuechem-Nkpoku_pipeline_at_Umuesele_Photos.pdf,Recovery of spilled volume was completed on 13th August 2012.,Land,Initial cleanup of residual impacted area planned for completion in October 2012.,august,07-Aug-12,22.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850357_8in_Umuechem-Nkpoku_pipeline_at_Umuesele_JIV.pdf,2012,Sabotage/Theft
02-Aug-12,"24"" Alakiri-Bonny GPHSL at Fusokiri",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850875_24in_Alakiri-Bonny_pipeline_at_Fusokiri-Ilomaturu_Photos.pdf,No recoverable oil was found on site.,Swamp,Initial cleanup of residual impacted area planned for completion in October 2012.,august,08-Aug-12,7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/850875_24in_Alakiri-Bonny_pipeline_at_Fusokiri-Ilomaturu_JIV.pdf,2012,Sabotage/Theft
09-Aug-12,Imo River 1 Well 57L Flowline at Igiriukwu,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/852067_ImoRiver1_Well57L_flowline_at_Igiriukwu_Photos.pdf,No recoverable oil was found on site.,Swamp,Initial cleanup of residual impacted area planned for completion in October 2012.,august,10-Aug-12,18.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/852067_ImoRiver1_Well57L_flowline_at_Igiriukwu_JIV.pdf,2012,Sabotage/Theft
14-Aug-12,Ubie Well 5L Flow line at Ubie,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/852680_Ubie_Well5L_flowline_at_Idu-Ekpeye_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 6th October 2012.,Land,Remediation delayed by site flooding.,august,13-Aug-12,3.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/852680_Ubie_Well5L_flowline_at_Idu-Ekpeye_JIV.pdf,2012,Sabotage/Theft
16-Aug-12,"8"" Umuechem - Nkpoku DL at Umuechem",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/853566_8in_Umuechem-Nkpoku_pipeline_at_Umuechem_Photos.pdf,Recovery of spilled volume was completed on 17th August 2012.,Land,Initial cleanup of residual impacted area planned for completion in October.,august,15-Aug-12,33.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/853566_8in_Umuechem-Nkpoku_pipeline_at_Umuechem_JIV.pdf,2012,Sabotage/Theft
19-Aug-12,"28"" Nkpoku - Bomu Trunkline at Ejamah",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/853943_28in_Nkpoku-Bomu_pipeline_at_Ejamah-Ebubu_Photos.pdf,Recovery of spilled volume was completed on 23rd August 2012. Initial Cleanup of residual impacted area was completed on 31 August 2012.,Land,Spill was caused by 3rd party dredging activity in the area. Remediation planned for completion in December 2012.,august,16-Aug-12,1076,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/853943_28in_Nkpoku-Bomu_pipeline_at_Ejamah-Ebubu_JIV.pdf,2012,Others
18-Aug-12,Imo River Well 44S Flow line Right of Way (ROW) behind Imo River Well 5 at Igiriukwu / Owaza,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/854331_ImoRiver_Well44S_flowline_at_Igiriukwu_Photos.pdf,Recovery of spilled volume recommenced on 4th September 2012 and was completed on 28th September 2012.,Land,"A second report of the same incident was received on 30th August 2012, necessitating a repeat JIV which was conducted over 3 days (1st, 5th and 6th September 2012) due to difficulty in accessing the spill point. The JIV team revised the estimated Spill volume from 1.4 barrels to 76 barrels. The new volume has been restated to the relevant authorities. Initial cleanup of residual impacted area is planned for completion in December 2012.",august,16-Aug-12,76,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/862158_Imo River FL right of Way behind Imor well 5 at Igiriukwu_JIV.pdf,2012,Sabotage/Theft
18-Aug-12,Imo River Well 48L Flowline at Imo River,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/854753_ImoRiver_Well48L_flowline_at_Igiriukwu_Photos.pdf,Recovery of spilled volume commenced on 27th August  2012 and was completed on 11th September 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,17-Aug-12,32,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/854753_ImoRiver_Well48L_flowline_at_Igiriukwu_JIV.pdf,2012,Sabotage/Theft
22-Aug-12,"24""/28"" Bomu - Bonny Terminal Right of Way at Mogho",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,Recovery of spilled volume commenced on 23rd August  2012 and was completed on 17th September 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,18-Aug-12,398,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,2012,Sabotage/Theft
21-Aug-12,"12"" Imo River-Ogale Trunk line at Owaza",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza.pdf,Recovery of spilled volume commenced on 21st August 2012 and was completed on 12th September 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,20-Aug-12,87.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
25-Aug-12,"36"" Nkpoku - Bomu Trunkline at Eneka.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855191_36' Nkpoku - Bomu Pipeline at Eneka.pdf,No recoverable oil was found on site,Land,Initial cleanup of residual impacted area planned for completion in November 2012.,august,20-Aug-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/855191_36'' Nkpoku-Bomu_Pipeline_at_ Eneka_JIV.pdf,2012,Sabotage/Theft
24-Aug-12,"24"" Bomu -Bonny TNP at Mogho",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,Recovery of spilled volume commenced on 20th August  2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012,august,22-Aug-12,16,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,2012,Sabotage/Theft
23-Aug-12,"24"" Nkpoku - Bomu Trunkline at Kira",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_Photos.pdf,Recovery of spilled volume was completed on 27th August 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,22-Aug-12,45,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_JIV.pdf,2012,Sabotage/Theft
26-Aug-12,"36"" Nkpoku - Bomu TNP at Agbonchia",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856528_36' Nkpoku - Bomu Pipeline at Agbonchia.pdf,No recoverable oil was found on site,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,23-Aug-12,3.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/856528_36in_Nkpoku-Bomu_TransNigerPipeline_at_Agbonchia_JIV.pdf,2012,Sabotage/Theft
26-Aug-12,Well 56S flow line right of way (RoW) at Etitioha,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857063_Well_56S_flowline_right_of_way_(RoW)_at_Etitioha.pdf,Recovery completed on 5th September 2012.,Land,Initial cleanup of residual impacted area planned for completion in November 2012.,august,24-Aug-12,2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857063_Well_56S_flowline_right_of_way_(ROW)_at_Etitioha_JIV.pdf,2012,Sabotage/Theft
29-Aug-12,Bukuma Well 8 at Bukuma,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857258_Bukuma_Well_8_at_Bukuma.pdf,No recoverable oil was found on site.,Water,Initial cleanup of residual impacted area planned for completion in December 2012.,august,25-Aug-12,0.03,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857258_Bukuma_Well 8_at_Bukuma_JIV.pdf,2012,Sabotage/Theft
26-Aug-12,SBM2 at Forcados Crude Loading Platform,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857601_Forcados Terminal SBM2 at Ogulagha.pdf,No recoverable oil was found on site.,Water,JIV commenced on 26th August 2012 and was concluded on 28th September 2012. Delay due to need for special equipment to expose the leak point. JIV recommended that no further cleanup action was required. Closed.,august,26-Aug-12,3.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857601_Forcados Terminal SBM2 at Ogulagha_JIV.pdf,2012,Operational
29-Aug-12,"8"" Isimiri - Imo Gate delivery line at Obiakpu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858102_8' Isimiri - Imo Gate Pipeline at Obiakpu.pdf,Recovery of spilled volume commenced on 30th August  2012 and was completed on 3rd September 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,27-Aug-12,55.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858102_8in_Isimiri-Imo_Gate_at_Obiakpu_JIV.pdf,2012,Sabotage/Theft
27-Aug-12,16'' Eriemu - UPS Pipeline at Iwhremaro,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_Photos.pdf,Recovery of spilled volume commenced on 27th August  2012.,Land,Recovery activity stalled by Community on 28th August 2012 and resolved on 31st August 2012. Initial cleanup of residual impacted area planned for completion in December 2012.,august,27-Aug-12,311.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_JIV.pdf,2012,Sabotage/Theft
29-Aug-12,Obigbo Flowline Gathering Manifold at Umuwalia,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858521_Obigbo flowline gathering manifold at Umuwalia.pdf,No recoverable oil was found on site.,Land,Initial cleanup of residual impacted area planned for completion in December 2012. Overall schedule considers community contracting and the rainy season.,august,27-Aug-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858521_Obigbo_Flowline_Gathering_Manifold_At_Umuwalia_JIV.pdf,2012,Operational
28-Aug-12,12'' Afiesere - Eriemu Delivery line at Emeragha,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858503_12 inch Afiesere - Eriemu Delivery line at Emeragha.pdf,Recovery of spilled volume commenced on 4th September 2012.,Land,JIV commenced on 28th August and was concluded on 29th August 2012. Initial cleanup of residual impacted area planned for completion in December 2012. Overall schedule considers community contracting and the rainy season.,august,28-Aug-12,386,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/858503_12 inch Afiesere_Eriemu Delivery_Line at Emeragha_JIV.pdf,2012,Operational
31-Aug-12,Nembe Creek Well 39S Flowline at Kenkiamabogo,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/860000_Nembe 2 Well 39S flowline at Kenkiamabogo.pdf,No recoverable oil was found on site.,Swamp,"JIV commenced on 31st August 2012, then continued on 12th through 13th September 2012, following deployment of equipment required to expose the line in order to determine the cause of spill. Initial cleanup of residual impacted area planned for completion in December 2012. JIV recommended that no further cleanup action was required. Closed.",august,30-Aug-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/860000_Nembe 2 Well 39S Flowline At Kenkiamabogo_JIV.pdf,2012,Operational
01-Sep-12,Nkali Well 10L flow line Right of Way,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/861297_Nkali_well_10L_flowline.pdf,No recoverable oil was found on site.,Land,Initial cleanup of residual impacted area planned for completion in November 2012.,august,31-Aug-12,4.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/861297_Nkali_well_10L_flowline_JIV.pdf,2012,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
05-Oct-12,10'' Kokori Delivery line at Awhire,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/862595_10_inch_Kokori_Delivery_line_at_Awhire_Photos.pdf,Containment in place.,Land,JIV was delayed due to flooding at spill site. Initial cleanup of residual impacted area planned for completion in February 2013.,september,04-Sep-12,8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/862595_10_inch_Kokori_Delivery_line_at_Awhire_JIV.pdf,2012,Operational
12-Sep-12,Benisede Well 15T at Ojobo,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864306_Benisede Well 15T at Ojobo.pdf,No recoverable oil was found on site.,Swamp,Estimated Spill Volume was 0.036 liters. JIV recommends no further cleanup action required. Closed.,september,08-Sep-12,0.0003,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864306_Benisede Well 15T at Ojobo_JIV.pdf,2012,Sabotage/Theft
13-Sep-12,Opukushi Well 25T at Agbediama,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864855_Opukush_Well_25_at_Agbediama.pdf,Containment in place. Recovery of spilled volume commenced on 25th September 2012 and was completed on 8th October 2012.,Swamp,Initial cleanup of residual impacted area planned for completion in December 2012. Overall schedule considers protracted community contracting.,september,10-Sep-12,8.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864855_Opukush_Well_25_at_Agbediama_JIV.pdf,2012,Operational
13-Sep-12,"28"" Nkpoku - Bomu Pipeline at Gio",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864639_28_in_Nkpoku-Bomu_TNP_at_Gio.pdf,Recovery of spilled volume was completed on 15th September 2012.,Land,JIV Started on 13th September and ended on 15th September 2012. Initial cleanup of residual impacted area planned for completion in December 2012,september,10-Sep-12,35.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/864639_28_in_Nkpoku-Bomu_TNP_at_Gio_JIV.pdf,2012,Sabotage/Theft
12-Sep-12,16'' Uzere - Eriemu Pipeline at Iyede,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/865246_16_inch_ Uzere-Eriemu_Pipeline_at_Iyede.pdf,Recovery of spilled volume completed on 12th September 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,september,11-Sep-12,9.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/865246_16_inch_Uzere-Eriemu_pipeline_at_Iyede_JIV.pdf,2012,Sabotage/Theft
14-Sep-12,Imo River 3 Well 33 L Wellhead at Owaza,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/866164_Imo_River_Well_33L_Flowline_at_Owaza.pdf,No recoverable oil was found on site.,Land,Initial cleanup of residual impacted area planned for completion in November 2012.,september,12-Sep-12,0.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/866164_Imo_River_Well_33L_Flowline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
25-Sep-12,Uzere Well 12 Flowline,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/866693_Uzere_Well_12_Flowline_at_Ezede-Uzere.pdf,Containment in place.,Land,JIV was delayed by a long running community dispute. Initial cleanup of residual impacted area planned for completion in December 2012.,september,14-Sep-12,12.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/866693_Uzere_Well_12_Flowline_at_Ezede-Uzere_JIV.pdf,2012,Sabotage/Theft
29-Sep-12,"16"" Egbema - Assa Trunkline at Umudike",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867125_16_Inch_Egbema-Assa_Pipeline_At_Umudike.pdf,Recovery of spilled volume commenced on 29th September 2012.,Land,An initial attempt to conduct a JIV on 19th September 2012 was stalled due to community disturbances.,september,15-Sep-12,155,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867125_16_Inch_Egbema-Assa_Pipeline_At_Umudike_JIV.pdf,2012,Operational
19-Sep-12,Cawthorne Channel 1 Well 49L at Cawthorne Channel,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867128_Cawthorne_Channel_1_Well_49L_at_Cawthorne_Channel.pdf,Recovery of spilled volume commenced on 21st September 2012.,Swamp,Initial cleanup of residual impacted area planned for completion in December 2012.,september,15-Sep-12,16.89,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867128_Cawthorne_Channel_1_Well_49L_at_Cawthorne_Channel_JIV.pdf,2012,Sabotage/Theft
18-Sep-12,Santa Barbara Well 11 T at Santa Barbara,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867208_4in_SantaBarbara_Well11T_flowline_at_Ikegimakiri_Photos.pdf,No recoverable oil was found on site,Swamp,Initial cleanup of residual impacted area planned for completion in January 2013. Schedule considers protracted community contracting.,september,16-Sep-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/867208_4in_SantaBarbara_Well11T_flowline_at_Ikegimakiri_JIV.pdf,2012,Operational
